_RA,_DE,HR,SpT,52,33-52,35-52,37-52,40-52,45-52,52-58,52-63,52-72,52-80,52-86,52-99,52-110
95.74011,22.51358,2286,M3 III,3.321,3.747,3.123,3.000,2.388,0.842,0.673,1.268,2.161,2.767,3.010,3.405,3.732
95.67494,-17.95592,2294,B1 II-III,1.957,-1.575,-1.449,-0.967,-0.315,-0.071,-0.077,-0.129,-0.196,-0.247,-0.312,-0.478,-0.493
95.52845,-33.43640,2296,gG4,3.993,1.196,0.967,1.092,1.080,0.403,0.396,0.647,0.838,1.090,1.179,1.292,1.419
95.94202,4.59287,2298,A5 IV,4.340,0.290,0.206,0.219,0.263,0.117,0.123,0.179,0.249,0.320,0.335,0.354,0.411
96.36739,14.72199,2308,"C6,2",7.055,6.274,5.533,5.505,4.185,1.275,1.260,1.936,2.468,2.967,3.480,3.885,4.318
95.98796,-52.69566,2326,F0 Ib-II,-0.696,0.778,0.610,0.117,0.149,0.090,0.139,0.190,0.218,0.274,0.350,0.398,0.475
97.24078,20.21213,2343,B7 IV,4.166,-0.795,-0.723,-0.548,-0.175,-0.045,-0.017,-0.029,-0.075,-0.086,-0.105,-0.178,-0.174
96.98987,-4.76215,2344,B2 V,5.032,-1.257,-1.151,-0.751,-0.244,-0.044,-0.062,-0.097,-0.183,-0.205,-0.241,-0.370,-0.296
97.20446,-7.03306,2356,B3 Vpe,3.720,-1.224,-1.142,-0.759,-0.229,-0.056,-0.056,-0.003,-0.121,-0.113,-0.168,-0.279,-0.279
98.22596,7.33297,2385,A0 Ib,4.534,-0.082,-0.127,-0.366,-0.023,0.053,0.034,0.087,0.088,0.114,0.158,0.147,0.231
98.19531,-11.16638,2392,K0 p Ba II,6.496,1.550,1.446,1.595,1.508,0.532,0.479,0.769,1.007,1.221,1.310,1.446,1.679
99.42796,16.39928,2421,A0 IV,1.957,0.129,0.121,0.014,0.008,0.006,0.013,0.020,0.036,0.039,0.044,0.066,0.101
99.83261,42.48888,2427,K3 II-III,5.117,2.356,2.093,2.159,1.749,0.555,0.595,0.924,1.221,1.487,1.610,1.822,2.045
99.17099,-19.25588,2429,K1 IV,4.236,1.792,1.655,1.752,1.432,0.456,0.525,0.820,1.053,1.283,1.382,1.535,1.729
99.47259,-18.23748,2443,K1 II-III,4.719,2.019,1.794,1.862,1.579,0.531,0.533,0.855,1.124,1.370,1.487,1.664,1.914
99.81966,-14.14576,2450,K3 III,5.217,3.123,2.743,2.737,2.183,0.702,0.724,1.136,1.491,1.805,1.967,2.236,2.522
99.44030,-43.19593,2451,B8 III,3.168,-0.535,-0.570,-0.527,-0.189,0.007,0.000,-0.021,-0.064,-0.057,-0.054,-0.130,-0.071
100.24441,9.89576,2456,O7 V((f)),4.641,-1.700,-1.566,-1.016,-0.319,-0.059,-0.076,-0.116,-0.193,-0.241,-0.310,-0.455,-0.500
100.49680,6.34543,2467,O7 V,6.396,-1.416,-1.316,-0.798,-0.133,0.023,0.030,0.042,0.091,0.076,0.060,-0.052,-0.038
101.55888,59.44167,2470,A2 n,4.896,0.093,0.083,0.122,0.102,0.046,0.033,0.058,0.088,0.106,0.112,0.132,0.198
100.98303,25.13113,2473,G8 Ib,3.357,2.689,2.397,2.363,2.016,0.689,0.629,0.960,1.281,1.544,1.675,1.887,2.092
100.99705,13.22802,2478,K1 III,4.813,2.156,1.890,1.960,1.614,0.531,0.568,0.878,1.202,1.449,1.589,1.774,2.010
101.32235,12.89559,2484,F5 IV,3.542,0.305,0.224,0.328,0.496,0.223,0.212,0.395,0.522,0.638,0.673,0.711,0.807
101.28716,-16.71612,2491,A1 V,-1.424,-0.097,-0.090,-0.021,-0.022,-0.021,-0.006,-0.021,-0.010,-0.015,-0.030,-0.046,-0.036
101.96521,2.41216,2506,K0 III,4.746,1.975,1.761,1.807,1.537,0.519,0.516,0.819,1.083,1.322,1.425,1.604,1.824
105.01681,76.97741,2527,K4 III,4.958,2.839,2.494,2.567,1.988,0.552,0.729,1.111,1.464,1.779,1.918,2.153,2.394
102.46025,-32.50848,2538,B1.5 IVne,4.228,-2.093,-2.027,-1.359,-0.710,-0.498,0.463,0.516,0.526,0.563,0.452,0.247,0.336
103.19725,33.96125,2540,A3 III,3.676,0.318,0.265,0.134,0.115,0.049,0.073,0.122,0.154,0.206,0.203,0.257,0.303
102.04773,-61.94139,2550,A5 V,3.341,0.387,0.280,0.233,0.238,0.117,0.142,0.200,0.302,0.353,0.375,0.413,0.464
102.48404,-50.61457,2553,K0 III,3.227,2.248,2.018,2.036,1.691,0.539,0.591,0.902,1.151,1.422,1.547,1.733,1.916
104.31919,58.42276,2560,G5 III-IV,4.584,1.138,1.011,1.100,1.076,0.398,0.436,0.683,0.905,1.115,1.187,1.368,1.556
103.66098,13.17784,2564,F0 Vp,4.750,0.230,0.177,0.258,0.351,0.171,0.187,0.301,0.470,0.552,0.532,0.594,0.693
103.38711,-20.22425,2571,B1 IV,4.780,-1.548,-1.412,-0.934,-0.303,-0.051,-0.079,-0.126,-0.158,-0.206,-0.302,-0.470,-0.537
103.54749,-12.03863,2574,K3+III,4.475,3.027,2.579,2.663,2.065,0.608,0.741,1.167,1.546,1.847,2.036,2.278,2.545
104.40461,45.09409,2585,A2 V,4.942,0.085,0.079,0.039,0.007,0.051,0.029,0.029,0.052,0.069,0.063,0.093,0.066
103.90596,-20.13650,2590,gF2,4.744,0.250,0.183,0.266,0.405,0.195,0.202,0.336,0.462,0.567,0.576,0.622,0.710
104.03427,-17.05424,2596,B3 II,4.380,-1.055,-0.969,-0.688,-0.127,0.024,-0.005,0.019,0.046,0.036,0.027,-0.039,-0.030
104.65645,-28.97209,2618,B2 II,1.471,-1.559,-1.476,-0.940,-0.376,-0.075,-0.072,-0.111,-0.182,-0.210,-0.282,-0.423,-0.377
105.42978,-27.93483,2646,K7 Ib,3.935,3.545,3.148,3.042,2.521,0.814,0.853,1.292,1.864,2.303,2.496,2.832,3.122
105.72824,-4.23923,2648,B1 V,4.970,-1.487,-1.368,-0.917,-0.277,-0.050,-0.060,-0.079,-0.096,-0.140,-0.221,-0.360,-0.361
106.02721,20.57030,2650,F7-G3 Ib,3.946,1.194,0.942,0.859,0.917,0.372,0.373,0.562,0.782,0.953,1.018,1.126,1.254
105.75613,-23.83329,2653,B3 Ia,2.993,-1.247,-1.203,-0.809,-0.251,-0.021,-0.042,-0.002,-0.026,-0.041,-0.082,-0.129,-0.108
105.93955,-15.63329,2657,B8 II,4.107,-0.780,-0.726,-0.542,-0.167,-0.030,-0.021,-0.039,-0.057,-0.079,-0.106,-0.164,-0.207
107.09785,-26.39320,2693,F8 Ia,1.998,1.305,0.970,0.779,0.728,0.296,0.348,0.505,0.662,0.816,0.887,0.988,1.135
107.78488,30.24516,2697,K2 III,4.705,2.548,2.243,2.264,1.830,0.567,0.605,0.950,1.239,1.508,1.653,1.848,2.081
107.55701,-4.23711,2701,K0 III,5.165,1.579,1.353,1.469,1.319,0.453,0.484,0.769,1.048,1.285,1.393,1.549,1.774
107.96608,-0.49277,2714,A0 IV,4.182,0.133,0.099,-0.091,-0.043,-0.020,0.046,0.061,0.052,0.074,0.102,0.112,0.120
107.17659,-70.49709,2735,G8 III + dF4,3.820,1.288,1.140,1.227,1.160,0.420,0.440,0.710,0.964,1.189,1.255,1.425,1.576
108.38466,-44.63974,2748,gM5 e,5.438,3.351,2.550,2.163,1.865,1.061,0.697,1.606,2.786,3.692,4.152,7.528,7.828
108.70272,-26.77267,2749,B2 IV-Ve,3.894,-1.237,-1.175,-0.722,-0.197,-0.030,-0.043,0.012,0.007,0.033,-0.069,-0.192,-0.046
109.63324,49.46475,2751,A3 III-IV,5.030,0.292,0.233,0.056,0.075,0.036,0.056,0.106,0.139,0.174,0.192,0.231,0.192
109.52325,16.54039,2763,A3 V,3.605,0.209,0.175,0.160,0.125,0.034,0.042,0.078,0.101,0.140,0.142,0.164,0.226
109.28565,-37.09747,2773,K5 III,3.144,2.341,2.170,2.381,2.128,0.783,0.799,1.257,1.703,2.093,2.304,2.580,2.898
110.03075,21.98232,2777,F0 IV,3.631,0.319,0.260,0.243,0.363,0.164,0.200,0.334,,,,,
109.66825,-24.55870,2781,O7 f,4.845,-1.586,-1.469,-0.894,-0.229,-0.042,-0.020,-0.016,-0.027,-0.046,-0.089,-0.204,-0.233
109.67703,-24.95437,2782,O9 Ib,4.370,-1.584,-1.465,-0.892,-0.253,-0.038,-0.040,-0.047,-0.075,-0.098,-0.170,-0.284,-0.251
109.20760,-67.95715,2803,F8 II,4.193,1.161,0.936,0.910,0.960,0.368,0.398,0.608,0.815,0.999,1.047,1.151,1.269
110.55637,-19.01660,2812,B7 IV,4.953,-0.601,-0.553,-0.417,-0.112,0.003,0.017,0.031,0.019,0.032,0.009,0.001,-0.013
111.67855,49.21153,2818,A1 IV,4.615,0.037,0.019,-0.027,-0.035,0.002,-0.012,0.002,-0.018,-0.004,0.002,0.014,0.018
111.43165,27.79808,2821,K0 III,4.051,1.634,1.436,1.527,1.332,0.451,0.474,0.783,1.014,1.252,1.364,1.527,1.720
111.02376,-29.30311,2827,B5 Ia,2.428,-1.063,-1.006,-0.698,-0.118,0.015,-0.004,0.008,0.022,0.022,0.018,-0.097,-0.077
111.78767,8.28932,2845,B7 V,2.863,-0.480,-0.408,-0.339,-0.132,-0.030,-0.049,-0.052,-0.086,-0.088,-0.082,-0.127,-0.107
112.27800,31.78455,2852,F0 V,4.263,0.139,0.074,0.195,0.357,0.167,0.169,0.291,0.398,0.506,0.531,0.567,0.648
112.04081,8.92553,2854,K3 III,4.691,2.791,2.459,2.492,2.049,0.623,0.719,1.118,1.526,1.888,2.027,2.305,2.556
112.44909,12.00657,2864,K2 III,4.861,2.533,2.252,2.230,1.825,0.590,0.604,0.943,1.244,1.528,1.644,1.859,2.096
112.30763,-43.30143,2878,K5 III,3.723,3.130,2.753,2.757,2.182,0.603,0.830,1.251,1.736,2.123,2.284,2.575,2.829
113.65042,31.88849,2890,A1 V,1.599,-0.014,-0.026,0.038,0.033,0.013,0.023,0.035,0.031,0.052,0.035,0.047,0.074
113.98062,26.89574,2905,M0 III,4.486,3.387,2.924,2.938,2.308,0.647,0.785,1.244,1.745,2.168,2.336,2.629,2.953
114.79139,34.58435,2930,F3 III,4.991,0.388,0.274,0.321,0.472,0.211,0.210,0.356,0.481,0.612,0.650,0.705,0.740
114.82550,5.22499,2943,F5 IV-V,0.454,0.257,0.190,0.310,0.481,0.222,0.214,0.362,0.496,0.629,0.649,0.684,0.786
115.75173,58.71036,2946,A3 III,5.006,0.248,0.184,0.083,0.074,0.043,0.046,0.077,0.121,0.167,0.161,0.196,0.317
115.31180,-9.55113,2970,K0 III,4.187,1.683,1.508,1.578,1.379,0.484,0.465,0.752,1.000,1.227,1.340,1.483,1.689
116.11189,24.39800,2985,G8 III,3.812,1.414,1.235,1.324,1.216,0.438,0.423,0.709,0.920,1.140,1.223,1.350,1.526
116.32896,28.02620,2990,K0 III,1.388,1.624,1.443,1.524,1.328,0.455,0.480,0.777,1.025,1.252,1.343,1.491,1.698
115.88494,-28.41088,2993,K3 Ib,5.061,3.485,2.620,2.951,2.436,0.710,0.816,1.283,1.870,2.301,2.436,2.786,3.062
115.95195,-28.95483,2996,A3 IIep,4.048,0.400,0.272,-0.154,0.149,0.144,0.118,0.211,0.314,0.357,0.531,0.541,0.627
116.53103,18.51004,3003,K5 III,5.300,3.107,2.660,2.719,2.100,0.596,0.750,1.183,1.628,2.004,2.148,2.430,2.709
116.31373,-37.96858,3017,K5 IIa,4.064,3.134,2.872,2.757,2.389,0.825,0.842,1.348,1.890,2.304,2.480,2.827,3.102
115.45525,-72.60610,3024,K0 III,4.235,1.631,1.446,1.536,1.349,0.463,0.409,0.785,1.083,1.327,1.410,1.599,1.803
117.32357,-24.85979,3045,G3 Ib,3.633,2.290,1.920,1.920,1.734,0.584,0.575,0.875,1.157,1.400,1.477,1.682,1.857
117.94293,-13.89803,3064,G1 V,5.321,0.379,0.279,0.512,0.675,0.275,0.309,0.509,0.715,0.883,0.919,1.014,1.149
118.37422,26.76578,3067,A4 V,5.003,0.224,0.204,0.160,0.121,0.053,0.055,0.088,0.129,0.163,0.167,0.201,0.166
118.05430,-40.57579,3080,G5 III,3.954,1.687,1.475,1.566,1.352,0.466,0.475,0.773,1.075,1.311,1.405,1.587,1.792
119.19464,-52.98235,3117,B3 IVp,3.458,-1.115,-1.021,-0.698,-0.230,-0.052,-0.056,-0.099,-0.129,-0.168,-0.206,-0.312,-0.310
119.56016,-49.24491,3129,B1 Vp + B2,4.339,-1.559,-1.429,-0.914,-0.267,-0.046,-0.051,-0.079,-0.093,-0.148,-0.186,-0.317,-0.323
119.96688,-18.39923,3131,A3 V,4.653,0.218,0.203,0.115,0.089,0.039,0.039,0.067,0.097,0.129,0.122,0.148,0.240
120.30557,-1.39261,3141,K4 III,5.099,3.139,2.711,2.784,2.161,0.624,0.752,1.178,1.605,1.953,2.115,2.387,2.654
120.56640,2.33457,3145,K2 III,4.729,2.379,2.057,2.134,1.752,0.558,0.625,0.982,1.320,1.602,1.737,1.963,2.223
120.06121,-48.98151,3148,A2 V,5.999,0.119,0.096,0.094,0.047,0.013,0.017,0.011,,,,,
119.90643,-60.58706,3153,M1 II,5.650,3.510,3.130,3.100,2.600,0.860,0.830,1.390,,,,,
120.08319,-63.56746,3159,B3 V,4.800,-1.110,-1.010,-0.670,-0.220,-0.050,-0.060,-0.110,,,,,
120.89603,-40.00315,3165,O4 I(n)f,2.243,-1.826,-1.691,-1.083,-0.381,-0.122,-0.051,-0.089,-0.168,-0.221,-0.281,-0.449,-0.456
122.11436,51.50667,3173,A2 V,4.842,0.091,0.065,0.031,0.015,0.005,0.014,-0.031,0.042,0.047,0.048,0.064,0.042
121.88604,-24.30432,3185,F6 IIp,2.881,0.545,0.430,0.433,0.496,0.190,0.232,0.358,0.495,0.583,0.610,0.638,0.720
122.14853,-2.98379,3188,G2 Ib,4.582,1.528,1.295,1.293,1.259,0.481,0.456,0.711,0.969,1.154,1.251,1.404,1.573
122.25682,-19.24501,3192,B5 V,4.394,-1.017,-0.922,-0.639,-0.217,-0.044,-0.037,-0.079,-0.081,-0.159,-0.182,-0.277,-0.321
122.38313,-47.33659,3207,WC7 + O7:,1.877,-1.726,-1.582,-1.015,-0.341,-0.265,0.229,-0.033,0.018,-0.062,-0.061,0.043,-0.138
122.81794,-12.92700,3211,K0 III,4.963,1.430,1.285,1.367,1.238,0.425,0.463,0.719,0.958,1.164,1.255,1.398,1.567
121.98248,-68.61707,3223,B6 IV,4.350,-0.790,-0.740,-0.500,-0.170,-0.040,-0.040,-0.060,,,,,
124.12884,9.18554,3249,K4 III,3.945,3.116,2.709,2.773,2.179,0.644,0.752,1.169,1.559,1.897,2.059,2.316,2.567
125.70879,43.18813,3275,K5 III,4.693,3.342,2.891,2.928,2.296,0.656,0.806,1.228,1.671,2.051,2.229,2.506,2.822
125.62848,-59.50948,3307,K0 II + B,2.255,0.782,0.881,1.177,1.440,0.629,0.759,1.166,1.568,1.931,2.112,2.417,2.691
126.41513,-3.90642,3314,A0 V,3.909,-0.077,-0.057,-0.009,-0.016,-0.010,0.005,-0.001,-0.008,-0.008,0.003,-0.007,0.023
124.63147,-76.91972,3318,F6 IV,4.194,0.222,0.159,0.268,0.450,0.202,0.211,0.367,0.490,0.605,0.631,0.671,0.779
127.56613,60.71817,3323,G4 II-III,3.588,1.181,0.974,1.062,1.078,0.407,0.395,0.648,0.887,1.092,1.160,1.257,1.403
126.43414,-66.13689,3347,K2 III,4.075,2.031,1.807,1.873,1.546,0.484,0.566,0.868,1.209,1.471,1.602,1.784,1.996
127.66346,-44.73732,3371,B5 IV,6.370,-0.800,-0.750,-0.530,-0.100,0.030,0.030,0.040,,,,,
130.05341,64.32794,3403,K2 III,4.932,2.137,1.869,1.959,1.624,0.509,0.581,0.919,1.188,1.455,1.599,1.803,2.001
128.81481,-58.22474,3415,B3 Vn,5.240,-1.020,-0.960,-0.610,-0.200,-0.040,-0.050,-0.070,,,,,
129.68932,3.34144,3418,K2 III,4.739,2.333,2.091,2.115,1.730,0.551,0.578,0.904,1.177,1.439,1.572,1.764,2.003
130.11254,19.54481,3429,A8 Vn,6.374,0.380,0.301,0.259,0.209,0.053,0.087,0.145,0.227,0.252,0.302,0.341,0.587
130.02560,-35.30835,3438,G4 III,4.136,1.411,1.202,1.281,1.212,0.457,0.403,0.656,0.923,1.116,1.189,1.338,1.512
130.43057,-15.94338,3441,K1 III,5.145,1.753,1.572,1.644,1.407,0.483,0.511,0.813,1.044,1.283,1.415,1.582,1.765
130.15654,-46.64874,3445,F2 Ia,4.009,1.673,1.338,0.664,0.743,0.401,0.370,0.608,0.904,1.107,1.322,1.492,1.619
130.07327,-52.92189,3447,B3 IV,3.577,-1.065,-0.980,-0.671,-0.235,-0.058,-0.046,-0.088,-0.136,-0.181,-0.219,-0.301,-0.318
130.82145,21.46850,3449,A1 V,4.713,0.031,0.012,0.053,0.013,0.003,0.030,0.032,0.014,0.021,0.026,0.039,0.011
130.80615,3.39866,3454,B3 V,4.275,-1.240,-1.138,-0.749,-0.248,-0.056,-0.061,-0.100,-0.167,-0.209,-0.252,-0.373,-0.400
130.15428,-59.76100,3457,B1.5 III,4.340,-1.300,-1.220,-0.800,-0.200,-0.020,-0.020,-0.030,,,,,
130.91822,-7.23373,3459,G2 Ib,4.842,1.140,0.985,1.028,1.040,0.411,0.408,0.645,0.871,1.064,1.124,1.272,1.408
131.17125,18.15431,3461,K0 III,4.238,1.838,1.648,1.731,1.457,0.479,0.530,0.837,1.079,1.339,1.444,1.606,1.806
130.56747,-48.09909,3462,B3 Vn,5.550,-1.530,-1.370,-0.900,-0.250,-0.060,0.000,0.040,,,,,
130.60578,-53.11398,3467,B4 IV,4.820,-1.160,-1.030,-0.700,-0.280,-0.100,-0.080,-0.100,,,,,
130.89807,-33.18639,3468,B1.5 III,3.669,-1.407,-1.287,-0.812,-0.233,-0.041,-0.075,-0.106,-0.143,-0.177,-0.247,-0.372,-0.368
131.66659,28.76505,3474,G8 II/A3 V,4.290,1.553,1.366,1.420,1.297,0.465,0.450,0.758,0.921,1.155,1.285,1.415,1.596
131.69380,6.41880,3482,G0 III-IV + dF7,3.574,0.838,0.715,0.805,0.810,0.301,0.354,0.599,0.791,0.971,1.063,1.167,1.318
131.59390,-13.54772,3484,G8 III,4.533,1.302,1.089,1.213,1.155,0.435,0.419,0.695,0.919,1.135,1.226,1.343,1.512
131.17594,-54.70882,3485,A0 V,1.950,0.120,0.120,0.120,0.060,0.030,0.040,0.040,,,,,
131.50685,-46.04153,3487,A0 III,3.937,0.412,0.349,-0.158,0.005,0.056,0.018,0.045,0.066,0.082,0.156,0.198,0.200
131.62728,-45.91251,3494,B3 Ia,5.600,-0.570,-0.510,-0.260,0.260,0.230,0.190,0.340,,,,,
131.67729,-56.76978,3498,B3 Vne,4.500,-1.270,-1.130,-0.780,-0.290,-0.100,-0.080,-0.010,,,,,
133.16086,-48.35910,3539,B3 Vn,5.860,-0.960,-0.880,-0.580,-0.230,-0.040,-0.050,-0.070,,,,,
133.84844,5.94557,3547,G8 III,3.378,1.593,1.407,1.490,1.319,0.472,0.462,0.749,0.974,1.217,1.321,1.466,1.640
134.80189,48.04183,3569,A7 V,3.229,0.188,0.152,0.214,0.246,0.082,0.111,0.185,0.258,0.310,0.323,0.340,0.398
133.76178,-60.64461,3571,B8 II,3.851,-0.728,-0.669,-0.472,-0.152,-0.030,-0.020,-0.035,-0.063,-0.073,-0.087,-0.166,0.022
134.62176,11.85770,3572,A5 m,4.322,0.322,0.284,0.232,0.191,0.069,0.088,0.113,0.059,0.050,0.038,0.074,0.185
134.08026,-52.72347,3574,B5 V,4.670,-0.900,-0.810,-0.510,-0.170,-0.040,-0.040,-0.060,,,,,
135.63621,67.62962,3576,M3 IIIb,5.153,3.529,2.981,2.861,2.278,0.726,0.697,1.245,1.852,2.472,2.738,3.172,3.569
135.15992,41.78295,3579,F5 V,4.114,0.244,0.188,0.345,0.493,0.208,0.251,0.415,0.525,0.647,0.693,0.734,0.789
134.24341,-59.22934,3582,B3 IV,4.910,-1.320,-1.170,-0.800,-0.310,-0.110,-0.100,-0.100,,,,,
135.90636,47.15652,3594,B9 n,3.607,0.071,0.057,-0.093,-0.040,0.002,0.030,0.046,0.062,0.071,0.089,0.121,0.120
136.63237,38.45222,3612,G8 Ib-II,4.803,1.652,1.431,1.476,1.381,0.509,0.465,0.757,1.000,1.218,1.312,1.456,1.637
136.03867,-47.09774,3614,K2 III,4.058,2.258,1.995,2.047,1.670,0.553,0.567,1.065,1.167,1.402,1.525,1.719,2.025
135.61165,-66.39608,3615,A5 V,4.050,0.210,0.170,0.240,0.210,0.050,0.070,0.100,,,,,
137.59811,67.13402,3616,F7 IV-V,4.954,0.259,0.184,0.361,0.550,0.225,0.279,0.459,0.612,0.750,0.747,0.844,0.926
137.21774,51.60465,3619,A1 m,4.531,0.316,0.265,0.325,0.360,0.127,0.145,0.206,0.308,0.373,0.390,0.407,0.501
137.72944,63.51363,3624,A7 m,4.768,0.410,0.346,0.384,0.446,0.167,0.188,0.277,0.366,0.456,0.465,0.485,0.506
136.99899,-43.43259,3634,K5 Ib,2.633,3.441,3.055,2.946,2.460,0.768,0.821,1.259,1.755,2.149,2.819,2.648,2.917
136.40990,-70.53850,3642,B2 IVe,4.640,-1.420,-1.330,-0.880,-0.260,-0.050,-0.080,-0.040,,,,,
137.74203,-58.96689,3659,B2 IV-V,3.422,-1.199,-1.081,-0.726,-0.267,-0.043,-0.066,-0.107,-0.172,-0.205,-0.256,-0.375,-0.156
139.04720,54.02186,3662,A5 V,4.873,0.211,0.168,0.213,0.227,0.083,0.100,0.168,0.223,0.296,0.312,0.317,0.375
137.81967,-62.31698,3663,B3 III,3.980,-1.240,-1.100,-0.770,-0.250,-0.070,-0.080,-0.130,,,,,
138.59108,2.31426,3665,B9.5 Vp,3.913,-0.245,-0.214,-0.144,-0.076,-0.034,-0.009,-0.011,-0.047,-0.049,-0.074,-0.087,-0.071
138.29991,-69.71721,3685,A0 III,1.688,0.201,0.179,0.001,-0.012,0.008,0.004,0.009,0.038,0.056,0.064,0.096,0.101
139.71102,36.80259,3690,A2 V,3.859,0.106,0.087,0.091,0.089,0.023,0.039,0.087,0.083,0.130,0.125,0.153,0.186
138.82350,-58.38838,3691,B7 IV,5.970,-0.730,-0.680,-0.430,-0.170,-0.030,-0.030,-0.050,,,,,
139.27253,-59.27523,3699,F0 Ib,2.330,0.328,0.216,0.183,0.186,0.111,0.108,0.170,0.296,0.357,0.445,0.510,0.531
140.26375,34.39256,3705,M0 III,3.576,3.366,2.867,2.911,2.304,0.654,0.805,1.239,1.760,2.154,2.312,2.600,2.877
139.94326,-11.97485,3706,G8 III,4.982,1.387,1.190,1.278,1.212,0.442,0.418,0.675,0.937,1.161,1.242,1.385,1.561
140.12091,-9.55570,3709,G8 III-IV,5.012,1.368,1.186,1.275,1.192,0.425,0.420,0.683,0.914,1.124,1.209,1.347,1.519
139.88531,-55.18647,3717,B7 IV,6.240,-0.830,-0.800,-0.560,-0.190,-0.020,-0.040,-0.060,,,,,
141.16358,26.18232,3731,K2 III,4.760,2.290,2.033,2.125,1.708,0.499,0.615,0.949,1.275,1.553,1.699,1.888,2.085
140.52841,-55.01067,3734,B2 IV-V,2.461,-1.236,-1.150,-0.774,-0.258,-0.059,-0.073,-0.127,-0.119,-0.169,-0.204,-0.336,-0.345
141.89684,-8.65860,3748,K3 IIIa,2.384,2.969,2.611,2.688,2.114,0.621,0.719,1.096,1.452,1.775,1.923,2.168,2.378
141.94492,-6.07119,3750,G2 V,5.583,0.503,0.387,0.588,0.718,0.304,0.363,0.575,0.774,0.954,1.013,1.090,1.206
144.27203,81.32638,3751,K3 III,4.660,3.065,2.698,2.717,2.188,0.660,0.726,1.112,1.476,1.810,1.956,2.193,2.430
142.88212,63.06186,3757,F0 IV,3.750,0.343,0.245,0.272,0.382,0.160,0.176,0.301,0.418,0.532,0.566,0.599,0.633
142.28707,-2.76896,3759,F6 V,4.715,0.224,0.155,0.333,0.519,0.243,0.230,0.391,0.539,0.656,0.680,0.727,0.787
143.62025,69.83034,3771,G4 III-IV,4.736,0.896,0.721,0.897,0.954,0.383,0.369,0.623,0.798,1.008,1.077,1.183,1.351
142.93011,22.96797,3773,K5 III,4.751,3.397,2.931,2.958,2.312,0.652,0.779,1.241,1.709,2.107,2.283,2.567,2.815
143.21431,51.67730,3775,F6 IV,3.306,0.266,0.187,0.327,0.547,0.253,0.232,0.425,0.551,0.691,0.729,0.773,0.871
142.67500,-40.46674,3786,F2 IV,3.668,0.270,0.197,0.294,0.460,0.212,0.153,0.289,0.165,0.269,0.292,0.322,0.356
143.55576,36.39756,3800,G8 III,4.764,1.295,1.128,1.216,1.168,0.431,0.426,0.702,0.890,1.092,1.190,1.326,1.519
142.80550,-57.03438,3803,K5 III,3.603,3.280,2.902,2.912,2.301,0.646,0.802,1.227,1.706,2.115,2.291,2.590,2.819
143.76596,39.62149,3809,K0 III,5.038,1.527,1.316,1.420,1.299,0.469,0.475,0.766,0.988,1.218,1.315,1.477,1.694
143.91460,35.81014,3815,G8 IV-V,5.602,0.837,0.775,0.977,0.965,0.342,0.417,0.653,0.852,1.042,1.091,1.198,1.337
143.06084,-62.78888,3816,M6/7 pe,5.871,3.120,1.426,0.896,0.609,1.166,0.081,1.354,2.713,3.589,4.018,4.623,4.749
143.61104,-59.22975,3825,B5 II,4.120,-0.790,-0.730,-0.540,-0.070,0.040,0.030,0.080,,,,,
144.61371,4.64929,3834,K3 III,5.034,2.654,2.290,2.376,1.899,0.573,0.671,1.067,1.392,1.692,1.838,2.067,2.351
144.96401,-1.14281,3845,K3 III,4.240,2.569,2.249,2.333,1.878,0.587,0.646,1.034,1.341,1.629,1.771,1.994,2.241
145.07652,-14.33230,3849,B5 V,5.048,-0.990,-0.888,-0.585,-0.184,-0.041,-0.045,-0.070,-0.123,-0.165,-0.176,-0.272,-0.319
145.28764,9.89231,3852,A5 V + F6II-III,3.668,0.556,0.468,0.509,0.611,0.240,0.251,0.417,0.496,0.644,0.692,0.743,0.847
144.83750,-61.32806,3856,B9 V,4.570,-0.390,-0.310,-0.150,-0.060,-0.010,-0.020,-0.010,,,,,
143.47240,-80.94126,3860,B5 IV,5.060,-1.010,-0.960,-0.610,-0.230,-0.070,-0.070,-0.070,,,,,
146.46281,23.77426,3873,G0 II,3.190,1.105,0.878,0.943,1.006,0.377,0.386,0.627,0.817,1.025,1.098,1.191,1.314
145.92598,-53.89128,3875,A0 V,5.530,-0.180,-0.170,-0.120,-0.100,-0.030,-0.010,-0.040,,,,,
147.14738,46.02101,3881,G1 V,5.246,0.500,0.396,0.586,0.723,0.284,0.304,0.497,0.649,0.810,0.857,0.932,1.020
146.31171,-62.50790,3884,G5 Iab/b,4.475,2.728,2.424,2.382,2.055,0.686,0.745,1.085,1.393,1.669,1.778,1.997,2.163
146.62654,-44.75506,3886,B3 V,5.550,-1.240,-1.140,-0.750,-0.230,-0.040,-0.080,-0.130,,,,,
147.74732,59.03874,3888,F2 IV,3.852,0.326,0.238,0.220,0.306,0.141,0.162,0.282,0.358,0.462,0.486,0.524,0.535
146.77493,-65.07197,3890,A9 II,3.062,0.743,0.658,0.158,0.229,0.139,0.184,0.259,0.446,0.539,0.676,0.765,0.795
148.02648,54.06433,3894,A3 IV,4.595,0.168,0.151,0.081,0.036,0.029,0.020,0.042,0.048,0.071,0.065,0.083,0.046
147.86956,-14.84660,3903,G8 III,4.339,1.394,1.222,1.303,1.217,0.443,0.431,0.693,0.930,1.141,1.223,1.345,1.494
